Input data:
x: 0,5570878423179026	 y: 0
x: 0,41305447427101627	 y: -3,833063088709443
x: 6,476620801709641	 y: -3,82901283306278
x: 0,6171120839059452	 y: -3,8249167100975052
x: 8,346869720555736	 y: -3,820816372964074
x: 8,868859162444453	 y: -3,816642397577269
x: 7,337168066450475	 y: -3,812385783690863
x: 0,8508349664903125	 y: -3,808071407917425
x: 8,031384797432747	 y: -3,8037524910748424
x: 0,9354890625330792	 y: -3,7993651305190217
x: 8,143308499964842	 y: -3,794973086095232
x: 6,65511456332903	 y: -3,7905107927975314
x: 0,22754845641138388	 y: -3,7860003221326304
x: 4,971371606764304	 y: -3,7814860060020212
x: 4,2975473571370415	 y: -3,776943136772108
x: 5,3464178339202375	 y: -3,772377977127231
x: 5,544131174316261	 y: -3,7677803961103997
x: 0,46955074763264326	 y: -3,7631482408086985
x: 0,49862870672593984	 y: -3,7585120939016328
x: 5,633612653310579	 y: -3,7538719318255622
x: 1,5805479788557886	 y: -3,749196207196489
x: 5,548278084417143	 y: -3,744514222725871
x: 9,16323855368397	 y: -3,7397976411918
x: 0,09546673491692137	 y: -3,734993179246353
x: 4,527996556768058	 y: -3,730184965694368
x: 3,4956444238549347	 y: -3,7253524706659276
x: 0,1618733685286744	 y: -3,7205039988174144
x: 4,142569871689038	 y: -3,715651772757247
x: 0,36389780520841075	 y: -3,7107786283443778
x: 8,163778363070962	 y: -3,7059016330333217
x: 9,69595829295298	 y: -3,700954143625772
x: 2,9786915474700946	 y: -3,6959087459382087
x: 5,4118417506385885	 y: -3,6908507545637845
x: 5,982928822315687	 y: -3,6857597182506394
x: 8,723381187544398	 y: -3,6806291216594866
x: 5,420181698738689	 y: -3,6754185872641987
x: 5,19966201146122	 y: -3,6701749328738056
x: 9,721184095613582	 y: -3,6649005103178838
x: 1,5374204144527814	 y: -3,6595277248136973
x: 3,0388400047384687	 y: -3,6541489040557833
x: 3,539955309726821	 y: -3,648757168784278
x: 4,582176524487983	 y: -3,643349221063323
x: 5,055709754217531	 y: -3,6379165842980457
x: 7,844669006418787	 y: -3,6324546909311186
x: 6,498813870022303	 y: -3,6269274957393325
x: 9,302750168819143	 y: -3,621354347177547
x: 6,058026247260882	 y: -3,6156908555048317
x: 4,509873574649985	 y: -3,6099869677073957
x: 0,034794031608442744	 y: -3,6042590829934973
x: 4,501506552729171	 y: -3,598527585588121
x: 5,634033366221733	 y: -3,5927721782980546
x: 9,483094772851889	 y: -3,586981365127483
x: 8,197475364654515	 y: -3,5810968485760175
x: 2,1320096445053247	 y: -3,5751414105533286
x: 2,251294471566263	 y: -3,5691778356584973
x: 9,943228445695194	 y: -3,5632056059580766
x: 8,487559057438128	 y: -3,557130740090428
x: 8,118768238183565	 y: -3,550980127014617
x: 6,586791447935926	 y: -3,544759909421544
x: 5,1295722007025555	 y: -3,53849266724484
x: 8,920146060050428	 y: -3,5321955142728267
x: 0,42764976583769654	 y: -3,525815093647527
x: 5,781333146837179	 y: -3,519430956894272
x: 3,117722681163361	 y: -3,5130098028996404
x: 7,8622882338895455	 y: -3,5065753891943268
x: 9,227865234915923	 y: -3,50007552249682
x: 4,215711634221727	 y: -3,493486824653537
x: 7,468381579690851	 y: -3,486876818503541
x: 1,5621558806295865	 y: -3,4802074300480776
x: 3,6992853687896887	 y: -3,473532109195327
x: 3,6651033364871766	 y: -3,466839595730195
x: 7,174334838245457	 y: -3,4601301485925893
x: 7,947022739979797	 y: -3,453365660217029
x: 0,49987251941233657	 y: -3,4465344298882132
x: 9,545560631288273	 y: -3,4396994957485143
x: 0,3368839606985896	 y: -3,432769814782649
x: 1,649536012403866	 y: -3,4258365804529913
x: 5,8916432002880565	 y: -3,4188971870056206
x: 2,576272305539545	 y: -3,411919586826206
x: 7,111647227483575	 y: -3,404931917419827
x: 8,097332012796684	 y: -3,397890159432169
x: 7,5637103332983235	 y: -3,390779298632104
x: 7,962942116209337	 y: -3,383607715955704
x: 4,4635769889006855	 y: -3,376369207439688
x: 3,9775028341074203	 y: -3,3691073523651585
x: 2,2749102806947388	 y: -3,3618262692175627
x: 6,091794232891611	 y: -3,354536631927181
x: 4,850150306602225	 y: -3,347206449092649
x: 0,6371030653784993	 y: -3,3398493412706216
x: 9,9064640625199	 y: -3,332488480196185
x: 7,0468283245095265	 y: -3,3250259453571913
x: 3,2272301611661414	 y: -3,3175103215780255
x: 3,146346543182683	 y: -3,3099809377677225
x: 1,3774323257296495	 y: -3,3024383180212755
x: 7,9411565506654815	 y: -3,2948904881015624
x: 3,1967036732970566	 y: -3,287276168410947
x: 7,830175624861936	 y: -3,2796483154768343
x: 8,541480518297464	 y: -3,27195574186746
x: 0,9898032139932322	 y: -3,2641867867262175
x: 0,4565872831147899	 y: -3,2564135791872433
x: 2,2964060579518373	 y: -3,248636899822563
x: 8,726551758626922	 y: -3,2408516812703634
x: 5,535940673134486	 y: -3,232986910135274
x: 8,080878767246283	 y: -3,2250881915131107
x: 2,85089791029846	 y: -3,2171208099438733
x: 4,779831377081891	 y: -3,2091420609113723
x: 7,229046066637514	 y: -3,2011372037586847
x: 7,124448509335252	 y: -3,1930767752746685
x: 5,6727110817354385	 y: -3,1849622878835593
x: 7,703459104611557	 y: -3,1768123650436833
x: 5,567192549580998	 y: -3,1685997968812663
x: 8,950268975045244	 y: -3,160352998059079
x: 6,71760847687027	 y: -3,1520227647836965
x: 3,4026146751988975	 y: -3,1436441565202995
x: 6,403520191290973	 y: -3,135250797339033
x: 7,968668771960363	 y: -3,126813209422888
x: 3,8363282240035446	 y: -3,1183088615583996
x: 7,868404259250217	 y: -3,1097866422457825
x: 7,72210977601328	 y: -3,1011992711224665
x: 7,366443328572483	 y: -3,092549042167682
x: 0,0768158028357091	 y: -3,0838413412901677
x: 3,8255309189545263	 y: -3,0751305444818793
x: 6,343513713288349	 y: -3,0664020023833998
x: 1,2363212758811581	 y: -3,057630066973457
x: 8,456857871245354	 y: -3,048853536257133
x: 4,241367697142742	 y: -3,040002288883621
x: 9,580886575400905	 y: -3,031129970186301
x: 5,085450212762584	 y: -3,022162637037552
x: 1,9504645617346328	 y: -3,0131663620675986
x: 3,5622251410875205	 y: -3,00416325596384
x: 6,592397773038203	 y: -2,995144424814504
x: 0,8295481676395244	 y: -2,986079045763088
x: 1,5265470644913348	 y: -2,9770099851229688
x: 0,944506159327505	 y: -2,967935606496269
x: 6,276601379541803	 y: -2,958857360110427
x: 8,063006485435821	 y: -2,94973667430595
x: 0,3569038063832253	 y: -2,9405478905634355
x: 8,532266360341668	 y: -2,931356032747632
x: 3,1205409101655412	 y: -2,9220882923172047
x: 4,032241311947989	 y: -2,912807866665155
x: 6,420952462789023	 y: -2,903508230834093
x: 6,267171542790586	 y: -2,89416437446742
x: 1,4302359868601067	 y: -2,8847782620273352
x: 9,027211402800981	 y: -2,8753872093584927
x: 6,3808884523504386	 y: -2,865911621771428
x: 3,2541912002262094	 y: -2,856392365241083
x: 1,8285478911167508	 y: -2,8468596356253077
x: 3,4082263155288786	 y: -2,837320703163016
x: 0,8498433074722256	 y: -2,827767288423331
x: 2,4360772410962284	 y: -2,8182103165720447
x: 2,90329318370226	 y: -2,8086445745064585
x: 6,6607030044212445	 y: -2,799067572175717
x: 9,375917603022526	 y: -2,7894433113431454
x: 6,231954319059221	 y: -2,7797281715693605
x: 6,5464390517092355	 y: -2,7699713314537853
x: 6,759453413226584	 y: -2,7601687741138896
x: 1,740467931765548	 y: -2,7503176693484708
x: 1,6551910535778869	 y: -2,740460773460307
x: 9,115433064445318	 y: -2,730598386477247
x: 3,76397501544799	 y: -2,720650005874603
x: 0,4559796670284566	 y: -2,7106847032869883
x: 0,6826902700393156	 y: -2,700716476251242
x: 4,885969210891531	 y: -2,6907450760899367
x: 4,2149335562093455	 y: -2,6807470592817486
x: 6,603007986616442	 y: -2,670728555107373
x: 1,910341584705414	 y: -2,660663687810088
x: 1,4147314477809758	 y: -2,650592497805052
x: 3,123332497328628	 y: -2,6405166464243592
x: 7,400741815256301	 y: -2,6304283744924493
x: 0,588708926125977	 y: -2,620282586177499
x: 7,481867431486819	 y: -2,6101338250591284
x: 3,371126901437237	 y: -2,599926358113722
x: 3,4777969437446954	 y: -2,5897048987745777
x: 3,237286964576309	 y: -2,579468725245286
x: 5,617630958089163	 y: -2,569219466062156
x: 8,806330187472133	 y: -2,5589360115254665
x: 4,287085732120824	 y: -2,5485722861399682
x: 3,5992953171689646	 y: -2,53818759115989
x: 3,7974614883615465	 y: -2,5277873720326705
x: 6,921418185207538	 y: -2,5173701704564078
x: 1,7879186471779496	 y: -2,5069024444820074
x: 1,635571622661035	 y: -2,496429003527829
x: 1,7575077757759683	 y: -2,4859503806915324
x: 8,254801076454543	 y: -2,4754661719049587
x: 1,3264441412453676	 y: -2,4649112044648525
x: 8,665736438126197	 y: -2,454352004198062
x: 4,5674824658670605	 y: -2,4437150992596135
x: 5,35263519629114	 y: -2,433054842028757
x: 8,740726585592077	 y: -2,4223634387786213
x: 9,818764078226794	 y: -2,4115930549816897
x: 0,2974495260242227	 y: -2,4007236535273826
x: 0,26000835758450025	 y: -2,3898517578873237
x: 9,752926180075406	 y: -2,378977399868867
x: 8,181077070459773	 y: -2,368005348013957
x: 9,259283531837783	 y: -2,35696385932744
x: 2,044590259437653	 y: -2,3458341028983227
x: 3,7978231023028117	 y: -2,3346978072138023
x: 3,9166661089411625	 y: -2,3235447198045005
x: 4,310932400245954	 y: -2,3123739331963717
x: 1,9562461462852188	 y: -2,3011822082203524
x: 1,0452346923238254	 y: -2,289984342888569
x: 8,96994295663539	 y: -2,2787830882817204
x: 9,146097913148262	 y: -2,2674989292892707
x: 0,5429915443519917	 y: -2,2561286795955433
x: 6,577959054677417	 y: -2,2447558738237188
x: 2,9145193347621934	 y: -2,2333374625853675
x: 4,968014201072103	 y: -2,221908302098854
x: 5,6263903298942965	 y: -2,2104521846519725
x: 2,2978848194786394	 y: -2,1989621326495854
x: 8,55685083040298	 y: -2,1874645864294813
x: 9,256967547394094	 y: -2,1758914820078123
x: 6,42853077282468	 y: -2,1642303342478546
x: 1,912669236922232	 y: -2,1525256091385443
x: 4,538531880551867	 y: -2,1408150615609003
x: 0,07431939094256435	 y: -2,1290817293500823
x: 8,474727693725159	 y: -2,1173462582585407
x: 4,954632322374052	 y: -2,1055367007124355
x: 7,61791482720273	 y: -2,0937004358602747
x: 7,7800369765860395	 y: -2,0818039242480904
x: 6,844738580808859	 y: -2,069844676446983
x: 9,250855354503667	 y: -2,0578364103674214
x: 8,93506641473622	 y: -2,0457403325910772
x: 4,027140846236128	 y: -2,033562209654289
x: 1,0938904590264065	 y: -2,021365798734217
x: 7,8844487829680165	 y: -2,0091661634064186
x: 3,444327887836626	 y: -1,9969022258396696
x: 8,82820532957055	 y: -1,984624400213866
x: 6,757768640240177	 y: -1,9722664926705678
x: 7,675647017124334	 y: -1,959860850001265
x: 8,133337927221442	 y: -1,947394209980275
x: 4,782152671335613	 y: -1,934859334977508
x: 9,81577145234541	 y: -1,922299606449036
x: 9,209754534565262	 y: -1,9096414094132068
x: 4,257255648647097	 y: -1,8968963094384061
x: 8,530310098404279	 y: -1,8841311482392502
x: 5,382557304004537	 y: -1,8712911871936784
x: 9,871666266708754	 y: -1,8584203211547066
x: 8,856618833587019	 y: -1,8454499479857795
x: 1,4693489332156406	 y: -1,83239912885827
x: 0,9117045342522079	 y: -1,819344310350583
x: 3,740893572173829	 y: -1,806286835984367
x: 5,39484220666759	 y: -1,7932135293979883
x: 4,28819057771053	 y: -1,7801092633877575
x: 5,6685472729064665	 y: -1,7669847882918703
x: 0,7820584760436078	 y: -1,7538263458823495
x: 7,686794488476538	 y: -1,7406655332930336
x: 6,180703470296485	 y: -1,727443771391
x: 1,5336543200564168	 y: -1,7141820009727833
x: 2,0622672840810075	 y: -1,700916156132222
x: 9,748425943151029	 y: -1,687644345503543
x: 0,592829453167073	 y: -1,6742756216926984
x: 3,7627734530858525	 y: -1,6609048681019416
x: 3,5154034908897955	 y: -1,6475182634559982
x: 0,9508375036859318	 y: -1,6341176251768545
x: 1,9193711135260993	 y: -1,6207144436040835
x: 0,003969100766706424	 y: -1,6073059467060622
x: 3,5346318699989085	 y: -1,5938958392668687
x: 0,04956243293049445	 y: -1,5804716160920238
x: 5,602758484504315	 y: -1,5670458068185167
x: 6,954902404124798	 y: -1,5535869735816648
x: 4,018501714445338	 y: -1,5400781160919066
x: 2,4679718803819197	 y: -1,526551534737999
x: 6,417047937597417	 y: -1,513017320689598
x: 9,11928620158303	 y: -1,4994403296083545
x: 9,212592123535474	 y: -1,4857785081299912
x: 4,689921921390083	 y: -1,4720301560448021
x: 5,817597276082017	 y: -1,4582582895565366
x: 8,28575488692719	 y: -1,4444510496604726
x: 4,279817899089625	 y: -1,430573571172367
x: 0,8999162805364136	 y: -1,41667630571529
x: 9,135993527618723	 y: -1,4027768092728556
x: 2,569438988369035	 y: -1,3887922736826188
x: 5,43122434842492	 y: -1,3747997312777713
x: 0,8260509675163574	 y: -1,3607762540365316
x: 1,6452006183182366	 y: -1,3467507295664263
x: 0,4392670285507849	 y: -1,332721143541469
x: 7,927196877755211	 y: -1,3186900287839092
x: 4,679231958769282	 y: -1,3045946263749666
x: 0,017777151564423166	 y: -1,2904759776903687
x: 8,742879179420672	 y: -1,2763560356283048
x: 6,584619137442351	 y: -1,2621582236118203
x: 6,685166338805695	 y: -1,2479157028551553
x: 4,579552641286009	 y: -1,2336271507170786
x: 4,077031389709011	 y: -1,219316348170891
x: 0,20003210945604533	 y: -1,2049876683868044
x: 6,636104096387903	 y: -1,1906577411084631
x: 9,923695118087508	 y: -1,1762824947018655
x: 9,842050789967676	 y: -1,1618073926765946
x: 9,470350638387842	 y: -1,1472340665301608
x: 8,765377974208512	 y: -1,1325697236660277
x: 7,876292818476464	 y: -1,1178272602180934
x: 4,750335532631386	 y: -1,1030215164569903
x: 5,687453907003187	 y: -1,0881920565781789
x: 0,9781249275516801	 y: -1,0733290944042788
x: 1,8069600758737425	 y: -1,058464098106697
x: 8,286813792335995	 y: -1,0435947695801757
x: 4,102747056747927	 y: -1,028655586536877
x: 2,419425411553374	 y: -1,0136985065285469
x: 9,601222312952324	 y: -0,9987345454471231
x: 6,269130893948471	 y: -0,9836772155169226
x: 5,355056985954124	 y: -0,9685795192149639
x: 4,924481235488612	 y: -0,9534521183186792
x: 0,5230655314935362	 y: -0,9382994629711894
x: 4,2189491496659235	 y: -0,9231455932992517
x: 5,185052027834239	 y: -0,9079729634481953
x: 2,109493404726821	 y: -0,8927724851906795
x: 2,815920267147618	 y: -0,8775666534967346
x: 8,088540798076396	 y: -0,8623519971887816
x: 7,355057488174684	 y: -0,8470709212637749
x: 8,497135902530978	 y: -0,8317347913442575
x: 0,5595993431350121	 y: -0,8163254820859044
x: 5,062855303971504	 y: -0,8009150410882975
x: 0,14955924207844973	 y: -0,7854781137255769
x: 4,143104910389107	 y: -0,7700403768986568
x: 9,424699859868195	 y: -0,754584668788466
x: 0,4736655622959307	 y: -0,739039201697956
x: 0,5309565368655211	 y: -0,7234927692794889
x: 0,09504447160987861	 y: -0,707945329439573
x: 9,671697081722947	 y: -0,6923971711847647
x: 6,4482355165900485	 y: -0,6767545900570215
x: 2,025666556376806	 y: -0,6610696677934805
x: 8,124277151390956	 y: -0,6453799715921725
x: 7,783179813626479	 y: -0,6296234926329272
x: 4,196569125729932	 y: -0,6138056835632872
x: 0,9679309192585972	 y: -0,5979696129907925
x: 6,051984480934332	 y: -0,5821320044840899
x: 5,116952930031684	 y: -0,566257112800154
x: 3,421979318243591	 y: -0,5503554180725329
x: 8,505451534758846	 y: -0,5344414384896135
x: 6,274461855620725	 y: -0,5184544357862275
x: 5,926729227354693	 y: -0,5024274658623544
x: 6,975555773441364	 y: -0,4863647960275591
x: 7,204233527994136	 y: -0,470252883012502
x: 2,4308016103782313	 y: -0,4540884938640454
x: 3,8646557575126375	 y: -0,43791772908574184
x: 8,81818232217936	 y: -0,4217315600324394
x: 7,162947342235525	 y: -0,4054670523091084
x: 4,234432814359529	 y: -0,38915072772218706
x: 3,5305733015877907	 y: -0,3728160468691026
x: 3,131085968070051	 y: -0,3564685025380409
x: 8,152434311518704	 y: -0,34011077768828035
x: 7,284179882850435	 y: -0,3236861167372721
x: 7,868144203052614	 y: -0,3072079658972933
x: 2,675632795155672	 y: -0,29066747553945244
x: 1,2002894698268307	 y: -0,274119520581546
x: 8,696121036871164	 y: -0,25756984737452754
x: 6,653156095376385	 y: -0,24094414208844772
x: 1,9697378210028005	 y: -0,22427384222764157
x: 4,462522059384958	 y: -0,207599430005299
x: 8,761363136440055	 y: -0,19090485577654512
x: 1,3337361522224844	 y: -0,1741331750229838
x: 4,686679573364381	 y: -0,15735953737228633
x: 7,729824795504657	 y: -0,14056373308552264
x: 9,705309749660909	 y: -0,1237079180822343
x: 6,087546380665061	 y: -0,10675759741687255
x: 7,572244846633094	 y: -0,08977003733137578
x: 9,11478114088763	 y: -0,07272493355398423
x: 4,149893690785117	 y: -0,055596511262703555
x: 9,207107224108992	 y: -0,03845077715093766
x: 3,594066538770692	 y: -0,021220063891642455
x: 6,084189108945941	 y: -0,003976386182062134
x: 9,900147178222946	 y: 0,013304387014897057
x: 0,4170544689330635	 y: 0,030683356115230553
x: 4,083897870222262	 y: 0,04806246875357047
x: 9,021638894318123	 y: 0,0654582448615318
x: 2,6585089043376575	 y: 0,08293550837290717
x: 5,780326272942658	 y: 0,10041977060881895
x: 9,098689878004668	 y: 0,11793741132035458
x: 0,7154420222282687	 y: 0,13553788583675092
x: 4,297384498259367	 y: 0,15313873742631787
x: 4,569842919828435	 y: 0,1707579400744393
x: 8,247557252100737	 y: 0,1883978969165664
x: 0,14493738498496778	 y: 0,2061058234328018
x: 4,481678695573351	 y: 0,22381356447930534
x: 2,564490435547736	 y: 0,24154120693909994
x: 6,6493972842992175	 y: 0,2592751971580522
x: 4,475950086775621	 y: 0,2770532306285115
x: 5,838786404847712	 y: 0,2948510607484217
x: 6,647931569742319	 y: 0,3126827551386289
x: 2,5199575294803553	 y: 0,3305584197366824
x: 5,9293615871911225	 y: 0,34844011601960456
x: 3,514182047583594	 y: 0,3663566909135859
x: 6,314554019659258	 y: 0,38428527292857484
x: 8,094046128580523	 y: 0,40225342334799846
x: 1,6478638093144604	 y: 0,4202868155149837
x: 2,8580007569466037	 y: 0,4383225074475188
x: 9,011445041486962	 y: 0,4563659447087854
x: 7,988585188022456	 y: 0,4744902934879673
x: 7,851691838006261	 y: 0,49267811214645074
x: 5,489781826896599	 y: 0,5109272096880283
x: 0,952117855081962	 y: 0,5292059933494567
x: 8,691468385987235	 y: 0,5474851550890801
x: 9,481220202803103	 y: 0,5658394611798109
x: 9,387239702654842	 y: 0,5842832738913494
x: 8,663957492421726	 y: 0,6028147979237797
x: 3,3734803989544346	 y: 0,621420932447214
x: 5,023145148089013	 y: 0,6400378474699361
x: 6,081816082383939	 y: 0,6586794036997624
x: 6,092601406794046	 y: 0,6773573625057948
x: 7,714952932257674	 y: 0,6960718367407092
x: 1,901785927895262	 y: 0,7148452532280964
x: 8,150834046778378	 y: 0,7336215774725525
x: 7,015632810851416	 y: 0,7524637357934079
x: 7,972865994421151	 y: 0,7713544578331382
x: 0,13503656175532508	 y: 0,7903081008896882
x: 6,637090061632865	 y: 0,8092609703265446
x: 5,419476874224128	 y: 0,8282571680802222
x: 2,9307427007099784	 y: 0,8472819654770085
x: 0,25771584187934793	 y: 0,8663145203518056
x: 2,5984345442904075	 y: 0,8853462737273404
x: 7,686860969862038	 y: 0,9043839053693371
x: 1,3405092810240915	 y: 0,9234798370006772
x: 1,210682783857886	 y: 0,9425766438669073
x: 7,935026501391832	 y: 0,9616739749572206
x: 2,8416822515564046	 y: 0,9808334332113372
x: 2,0930900067818756	 y: 1

Solution:
x: 0,5570878423179026	 y: 0
x: 5,28711268655655	 y: -0,01725077308260081
x: 2,1468814206383477	 y: -0,03447351932822107
x: 9,51989040292807	 y: -0,05169161269939169
x: 2,3879051382934646	 y: -0,06881884443325287
x: 7,073988052790857	 y: -0,08594029369816471
x: 7,446813990690285	 y: -0,10301151531073477
x: 5,153525344162371	 y: -0,12002706759018064
x: 9,143367944223357	 y: -0,13701588758124153
x: 8,86043024660061	 y: -0,15392080165111496
x: 2,075996251206643	 y: -0,1707468970174435
x: 8,055974662037148	 y: -0,18756850290196586
x: 0,68531245243035	 y: -0,20432489212211782
x: 6,177326030286912	 y: -0,2210806060142395
x: 3,390899340259801	 y: -0,23779786259270075
x: 6,514443091146747	 y: -0,2545033596677162
x: 6,415793096465223	 y: -0,2711660787573915
x: 8,408366720433904	 y: -0,28778728128833053
x: 6,914519498138704	 y: -0,30433735321099703
x: 0,6921436492012945	 y: -0,3208392138420482
x: 8,827737706299034	 y: -0,33734027296884744
x: 7,081160038868195	 y: -0,3537629090346637
x: 1,5785551112905871	 y: -0,37013494736520197
x: 5,482132032535088	 y: -0,38650411799201373
x: 9,982070868162214	 y: -0,40284278737109125
x: 5,563291089563083	 y: -0,41908121177886665
x: 4,743192161932334	 y: -0,4352882040648717
x: 0,3146719481296123	 y: -0,4514722172555761
x: 9,082719088247575	 y: -0,46765567885299336
x: 8,117545586609097	 y: -0,4837560108325897
x: 4,089532677576685	 y: -0,49978983155381906
x: 6,804254626930188	 y: -0,51580639370782
x: 9,526012503672929	 y: -0,5317760484063958
x: 5,823542766031493	 y: -0,5476542435871269
x: 7,398661897100473	 y: -0,5634979084371355
x: 8,052790806682134	 y: -0,5792861588178438
x: 3,554988951049438	 y: -0,5950088514226232
x: 5,485432808707323	 y: -0,6107182845664465
x: 5,942921897525269	 y: -0,6263969555252787
x: 6,7972133029598725	 y: -0,6420396097690619
x: 0,6019050202747789	 y: -0,6576353260355329
x: 3,761944081410795	 y: -0,6732300203341103
x: 1,2059842866317683	 y: -0,6888098594839535
x: 2,5835173127494637	 y: -0,7043875511329836
x: 9,84979440204489	 y: -0,7199578490526923
x: 5,105437880443507	 y: -0,7354302127943674
x: 1,062323963474553	 y: -0,7508757219275162
x: 8,293496579605865	 y: -0,766319347888278
x: 5,263345156622686	 y: -0,7816932861384426
x: 6,708192421518458	 y: -0,7970386828385247
x: 3,626527743882866	 y: -0,8123381909230173
x: 4,996059841173748	 y: -0,8276237069958106
x: 5,503023912554054	 y: -0,8428833831770169
x: 6,380586011685322	 y: -0,8581118708568437
x: 5,719589419077909	 y: -0,8732987052820913
x: 7,006357708900555	 y: -0,8884518854306116
x: 4,6019886912850305	 y: -0,9035549879737682
x: 7,619866787055502	 y: -0,9186359644319783
x: 6,618867652468468	 y: -0,9336578417451806
x: 9,180128022022275	 y: -0,9486348863709982
x: 8,206900342972217	 y: -0,9635265369086466
x: 1,9874676691448667	 y: -0,978349733867815
x: 8,742199485503576	 y: -0,993167992577954
x: 9,696638832414061	 y: -1,0079086769972485
x: 8,735413889532145	 y: -1,0225541383523145
x: 3,9708762619432267	 y: -1,037122114805101
x: 7,022225417016912	 y: -1,051673252617042
x: 9,76559952809226	 y: -1,0661739262279855
x: 1,8482924110127996	 y: -1,0805779735749577
x: 8,953160324898398	 y: -1,0949775151520857
x: 5,158888998104388	 y: -1,1092956399196932
x: 6,909116442941156	 y: -1,123585985725822
x: 0,8915142406725851	 y: -1,1378273741902167
x: 6,5267541645359906	 y: -1,1520668261585405
x: 1,5563402423740336	 y: -1,1662624399075132
x: 4,428398082594307	 y: -1,1804544580114014
x: 7,812364381958872	 y: -1,1946256433064688
x: 3,335199381797146	 y: -1,2087344762963985
x: 5,793216829121686	 y: -1,2228309522953102
x: 4,0318637309386	 y: -1,2368925744291646
x: 2,9335000359301686	 y: -1,2509366687071155
x: 4,766464255337711	 y: -1,2649708868836103
x: 6,671626978343632	 y: -1,2789810728673676
x: 0,5950176483626679	 y: -1,2929453775467865
x: 3,4342207870419816	 y: -1,3069080319358954
x: 1,9474138631615467	 y: -1,3208575593036425
x: 0,7718853156228522	 y: -1,3348019631511592
x: 5,158842800354057	 y: -1,3487444325227549
x: 1,121972292422504	 y: -1,3626588834820732
x: 2,4648853437287643	 y: -1,3765707077098466
x: 4,055952552878315	 y: -1,3904750647803072
x: 5,918730969512975	 y: -1,4043615448885443
x: 7,871095388481728	 y: -1,418211516278018
x: 5,8981232877448155	 y: -1,4319979883782818
x: 3,646022371264497	 y: -1,4457481680737225
x: 5,23213320542037	 y: -1,459483579019132
x: 6,641926408987091	 y: -1,4731900975070609
x: 6,623815014622359	 y: -1,486850936304769
x: 6,4354637148965965	 y: -1,5004663224663735
x: 3,03460798506472	 y: -1,5140387070081913
x: 9,083512770144576	 y: -1,5276003471876989
x: 6,829771824626635	 y: -1,5410777812345549
x: 7,780009115879313	 y: -1,5545069319019775
x: 4,3394700203090455	 y: -1,56787387516803
x: 8,180102626744137	 y: -1,5812203787011239
x: 2,5423310793722487	 y: -1,594498249738496
x: 5,571182936679785	 y: -1,607768046690204
x: 3,473570088502563	 y: -1,6210051324047887
x: 4,858196984193701	 y: -1,6342285040105777
x: 1,8824425124342459	 y: -1,6474265887615025
x: 7,301419806611524	 y: -1,660619472098399
x: 3,0450359373579836	 y: -1,673757273976796
x: 9,536455732328296	 y: -1,686884107929175
x: 1,4967383169676463	 y: -1,6999181254695037
x: 2,0408147686353773	 y: -1,712948194973994
x: 4,62209039917563	 y: -1,7259723748319655
x: 3,6195956367869684	 y: -1,7389734187491588
x: 1,2538140683790766	 y: -1,7519595924948868
x: 6,088667949140959	 y: -1,7649424355733003
x: 2,9627153453560053	 y: -1,7778863640415776
x: 7,362530001685653	 y: -1,7908197157984271
x: 2,7883111269682526	 y: -1,803696957723982
x: 0,29982842081561767	 y: -1,8165646020881137
x: 7,060565804197064	 y: -1,8294303361719109
x: 6,70991812033232	 y: -1,8422442857186068
x: 6,32163309819989	 y: -1,855011276148561
x: 2,6065089074820125	 y: -1,867736364760477
x: 6,219465338762151	 y: -1,8804527743980735
x: 5,145418865356958	 y: -1,8931285405875424
x: 0,19357864804606328	 y: -1,9057758814910244
x: 1,9611308987488463	 y: -1,9184212752535972
x: 7,195376730984691	 y: -1,9310608930142652
x: 5,510690058510975	 y: -1,9436466986973961
x: 6,685679415541886	 y: -1,9562001283091408
x: 5,434854944138834	 y: -1,9687068099623406
x: 8,657326638469529	 y: -1,9811819221531115
x: 6,077320581190717	 y: -1,9935799497653628
x: 9,898513327190607	 y: -2,0059389720004686
x: 0,1924842979605801	 y: -2,0181978074571436
x: 6,780228468507468	 y: -2,0304545835491363
x: 3,241768236201251	 y: -2,042663261540357
x: 5,103858576686873	 y: -2,0548593626658644
x: 9,034152278498983	 y: -2,0670273032667494
x: 7,01023362526235	 y: -2,079111393315687
x: 2,9417979865216406	 y: -2,0911441582789037
x: 4,125599288294401	 y: -2,1031661563996504
x: 0,0790746085816707	 y: -2,1151689924798345
x: 0,7683155815685161	 y: -2,1271697028890157
x: 3,287967364135682	 y: -2,139167690376541
x: 8,172964236317476	 y: -2,1511527020282926
x: 8,81421736220711	 y: -2,163068627078818
x: 0,8714694677731127	 y: -2,174904538686136
x: 1,03258787481475	 y: -2,186737510052339
x: 4,2352023454823655	 y: -2,1985672219275907
x: 6,759876884096263	 y: -2,210376757965214
x: 2,222383258091767	 y: -2,2221382917340557
x: 8,887919839326495	 y: -2,2338926500334964
x: 2,4112889564618323	 y: -2,245565616619181
x: 6,068221788413769	 y: -2,2572305071808456
x: 5,197205666168594	 y: -2,2688562389178393
x: 5,4317237557038975	 y: -2,2804526322042946
x: 8,527801698036395	 y: -2,292017177751529
x: 5,604201207297109	 y: -2,3035065576236
x: 0,34251774232866294	 y: -2,314962159395519
x: 1,130961101030894	 y: -2,326415324015007
x: 2,2767432395707066	 y: -2,3378648759243514
